0.0	0.0	0.5		10.249914211159433
0.0	0.0	0.6		16.571641967109965
0.0	0.0	0.70000005		16.404089770932035
0.0	0.0	0.8000001		17.14769085514624
0.0	0.0	0.9000001		17.90800166832026
0.0	0.0	1.0000001		18.13953342263319
0.0	0.0	1.1000001		7.187558384017628
0.0	0.0	1.2000002		18.18825968422688
0.0	0.0	1.3000002		17.377751266241326
0.0	0.0	1.4000002		7.143508784705705
0.0	0.05	0.5		10.163148027934671
0.0	0.05	0.6		14.944913306701588
0.0	0.05	0.70000005		15.545872059338233
0.0	0.05	0.8000001		17.411843335901416
0.0	0.05	0.9000001		16.844730118589087
0.0	0.05	1.0000001		18.29486270497687
0.0	0.05	1.1000001		18.504550430628385
0.0	0.05	1.2000002		16.876137835504608
0.0	0.05	1.3000002		19.394085664374547
0.0	0.05	1.4000002		7.157837480422596
0.0	0.1	0.5		10.844905492290007
0.0	0.1	0.6		14.279496183198697
0.0	0.1	0.70000005		13.055605419665747
0.0	0.1	0.8000001		17.176216199721832
0.0	0.1	0.9000001		7.13864066947887
0.0	0.1	1.0000001		18.356071969436204
0.0	0.1	1.1000001		18.467023533203992
0.0	0.1	1.2000002		18.40097866720986
0.0	0.1	1.3000002		11.4125771640276
0.0	0.1	1.4000002		18.619674412528394
0.0	0.15	0.5		14.902456106490652
0.0	0.15	0.6		14.814680564864329
0.0	0.15	0.70000005		14.919895168456973
0.0	0.15	0.8000001		7.0622621743050145
0.0	0.15	0.9000001		16.201491828822643
0.0	0.15	1.0000001		17.802313875782712
0.0	0.15	1.1000001		9.112821176339756
0.0	0.15	1.3000002		18.165932351981873
0.0	0.15	1.4000002		17.249104574734723
0.0	0.2	0.5		14.930894992349137
0.0	0.2	0.6		11.899400100752452
0.0	0.2	0.70000005		13.122862400339528
0.0	0.2	0.8000001		11.194841027987875
0.0	0.2	0.9000001		16.53700632233935
0.0	0.2	1.0000001		9.926602737645686
0.0	0.2	1.1000001		17.6746338424975
0.0	0.2	1.2000002		18.67408231074017
0.0	0.2	1.3000002		16.922667570021126
0.0	0.2	1.4000002		18.033316137658726
0.0	0.25	0.5		14.626728560781128
0.0	0.25	0.6		14.817972596380958
0.0	0.25	0.70000005		11.04179090043927
0.0	0.25	0.8000001		15.076384827903407
0.0	0.25	0.9000001		15.181074042518615
0.0	0.25	1.0000001		15.385606129337116
0.0	0.25	1.1000001		16.817934691646887
0.0	0.25	1.2000002		18.052131408208897
0.0	0.25	1.3000002		17.560566086053317
0.0	0.25	1.4000002		18.614377461415195
0.0	0.3	0.5		6.980540088191804
0.0	0.3	0.6		14.503212772303433
0.0	0.3	0.70000005		12.042681229819001
