-2.0	-5.0	900.0	0.7	0.7	20.0	6.339375636215174	10839
-2.0	-5.0	1000.0	0.7	0.7	20.0	4.112169541479896	10839
-2.0	-5.0	1100.0	0.7	0.7	20.0	5.832942047760166	10839
-2.0	-5.0	1200.0	0.7	0.7	20.0	4.102099618075188	10839
-2.0	-4.0	900.0	0.7	0.7	20.0	4.15589047664773	10839
-2.0	-4.0	1000.0	0.7	0.7	20.0	7.036129619863703	10839
-2.0	-4.0	1100.0	0.7	0.7	20.0	4.075272674970666	10839
-2.0	-4.0	1200.0	0.7	0.7	20.0	4.0396915698900555	10839
-2.0	-3.0	900.0	0.7	0.7	20.0	7.1112133835999005	10839
-2.0	-3.0	1000.0	0.7	0.7	20.0	6.778643391124614	10839
-2.0	-3.0	1100.0	0.7	0.7	20.0	5.546891165253749	10839
-2.0	-3.0	1200.0	0.7	0.7	20.0	11.04771712599175	10839
-2.0	-2.0	900.0	0.7	0.7	20.0	6.2445957399445335	10839
-2.0	-2.0	1000.0	0.7	0.7	20.0	6.99734414889908	10839
-2.0	-2.0	1100.0	0.7	0.7	20.0	8.699553040405071	10839
-2.0	-2.0	1200.0	0.7	0.7	20.0	10.529677503314224	10839
-2.0	-1.0	900.0	0.7	0.7	20.0	6.903243936552418	10839
-2.0	-1.0	1000.0	0.7	0.7	20.0	5.667183099148976	10839
-2.0	-1.0	1100.0	0.7	0.7	20.0	7.654055706879673	10839
-2.0	-1.0	1200.0	0.7	0.7	20.0	11.6353854700244	10839
-2.0	0.0	800.0	0.7	0.7	20.0	6.8685645062488305	10839
-2.0	0.0	900.0	0.7	0.7	20.0	4.160860300101806	10839
-2.0	0.0	1000.0	0.7	0.7	20.0	6.99053470227494	10839
-2.0	0.0	1100.0	0.7	0.7	20.0	4.08891219969821	10839
-2.0	0.0	1200.0	0.7	0.7	20.0	11.080046853786508	10839
-2.0	1.0	800.0	0.7	0.7	20.0	6.744754147369882	10839
-2.0	1.0	900.0	0.7	0.7	20.0	7.070934010351397	10839
-2.0	1.0	1000.0	0.7	0.7	20.0	5.372937541459487	10839
-2.0	1.0	1100.0	0.7	0.7	20.0	6.930893180083223	10839
-2.0	1.0	1200.0	0.7	0.7	20.0	12.069820535291319	10839
-2.0	2.0	800.0	0.7	0.7	20.0	4.146599463135917	10839
-2.0	2.0	900.0	0.7	0.7	20.0	9.962579492530745	10839
-2.0	2.0	1000.0	0.7	0.7	20.0	9.476688949619744	10839
-2.0	2.0	1100.0	0.7	0.7	20.0	9.477272383197516	10839
-2.0	2.0	1200.0	0.7	0.7	20.0	11.172709932215188	10839
-2.0	3.0	800.0	0.7	0.7	20.0	3.602579079545862	10839
-2.0	3.0	900.0	0.7	0.7	20.0	9.776728038540712	10839
-2.0	3.0	1000.0	0.7	0.7	20.0	6.700151770000204	10839
-2.0	3.0	1100.0	0.7	0.7	20.0	11.198050038598668	10839
-2.0	3.0	1200.0	0.7	0.7	20.0	11.105519754601069	10839
-2.0	4.0	800.0	0.7	0.7	20.0	9.405618590039706	10839
-2.0	4.0	900.0	0.7	0.7	20.0	6.621980982075423	10839
-2.0	4.0	1000.0	0.7	0.7	20.0	4.094653103373668	10839
-2.0	4.0	1100.0	0.7	0.7	20.0	11.319156931536016	10839
-2.0	4.0	1200.0	0.7	0.7	20.0	9.777810914386952	10839
-2.0	5.0	700.0	0.7	0.7	20.0	6.511413107163324	10839
-2.0	5.0	800.0	0.7	0.7	20.0	4.032838510937955	10839
-2.0	5.0	900.0	0.7	0.7	20.0	4.125046837195517	10839
-2.0	5.0	1000.0	0.7	0.7	20.0	4.113299821895827	10839
-2.0	5.0	1100.0	0.7	0.7	20.0	11.960530956562273	10839
-2.0	5.0	1200.0	0.7	0.7	20.0	13.19876732694207	10839
-1.5	-5.0	700.0	0.7	0.7	20.0	4.114009354679697	10839
-1.5	-5.0	800.0	0.7	0.7	20.0	3.5422387412063476	10839
-1.5	-5.0	900.0	0.7	0.7	20.0	6.696790040316517	10839
-1.5	-5.0	1000.0	0.7	0.7	20.0	5.87141262030527	10839
-1.5	-5.0	1100.0	0.7	0.7	20.0	11.11184101244606	10839
-1.5	-5.0	1200.0	0.7	0.7	20.0	12.42372619278315	10839
-1.5	-4.0	700.0	0.7	0.7	20.0	4.137658675725726	10839
-1.5	-4.0	800.0	0.7	0.7	20.0	6.164594267305858	10839
-1.5	-4.0	900.0	0.7	0.7	20.0	4.142321490911467	10839
-1.5	-4.0	1000.0	0.7	0.7	20.0	4.108724187582586	10839
-1.5	-4.0	1100.0	0.7	0.7	20.0	11.064617197247811	10839
-1.5	-4.0	1200.0	0.7	0.7	20.0	12.951763775175785	10839
-1.5	-3.0	700.0	0.7	0.7	20.0	6.782826616297934	10839
-1.5	-3.0	800.0	0.7	0.7	20.0	4.102048016353341	10839
-1.5	-3.0	900.0	0.7	0.7	20.0	6.674233511701081	10839
-1.5	-3.0	1000.0	0.7	0.7	20.0	6.329306320023251	10839
-1.5	-3.0	1100.0	0.7	0.7	20.0	12.269611807823093	10839
-1.5	-3.0	1200.0	0.7	0.7	20.0	13.04568313775132	10839
-1.5	-2.0	700.0	0.7	0.7	20.0	4.173898906956718	10839
-1.5	-2.0	800.0	0.7	0.7	20.0	3.737664555122322	10839
-1.5	-2.0	900.0	0.7	0.7	20.0	5.297055016593078	10839
-1.5	-2.0	1000.0	0.7	0.7	20.0	11.828740300258076	10839
-1.5	-2.0	1100.0	0.7	0.7	20.0	12.022890664250463	10839
-1.5	-2.0	1200.0	0.7	0.7	20.0	13.438454102833564	10839
-1.5	-1.0	700.0	0.7	0.7	20.0	6.602719871207053	10839
-1.5	-1.0	800.0	0.7	0.7	20.0	3.689049934387496	10839
-1.5	-1.0	900.0	0.7	0.7	20.0	9.784972478273671	10839
-1.5	-1.0	1000.0	0.7	0.7	20.0	12.145838912721674	10839
-1.5	-1.0	1100.0	0.7	0.7	20.0	12.293030545051227	10839
-1.5	-1.0	1200.0	0.7	0.7	20.0	13.46357588929077	10839
-1.5	0.0	600.0	0.7	0.7	20.0	3.7499342357085035	10839
-1.5	0.0	700.0	0.7	0.7	20.0	4.129859495056529	10839
-1.5	0.0	800.0	0.7	0.7	20.0	3.808172653358389	10839
-1.5	0.0	900.0	0.7	0.7	20.0	7.000387167207492	10839
-1.5	0.0	1000.0	0.7	0.7	20.0	12.631979354080174	10839
-1.5	0.0	1100.0	0.7	0.7	20.0	11.446156431663017	10839
-1.5	0.0	1200.0	0.7	0.7	20.0	13.470916541822723	10839
-1.5	1.0	600.0	0.7	0.7	20.0	3.6429124739033845	10839
-1.5	1.0	700.0	0.7	0.7	20.0	5.4314185229902625	10839
-1.5	1.0	800.0	0.7	0.7	20.0	6.818640290670258	10839
-1.5	1.0	900.0	0.7	0.7	20.0	7.087324322380477	10839
